claim_id,claim_amount,claim_type,claim_date,claimant_age,claim_length,is_fraudulent,reserve_amount
418,32933.588082454604,life,2024-12-14,36,26,0,28197.5386526495
419,67284.59376209613,life,2024-12-28,64,17,0,80540.53437050921
420,75262.21549082424,life,2024-09-24,69,3,1,79786.67755851653
421,79178.74646821227,health,2025-02-11,31,7,1,70188.9946344829
422,78982.85246517594,health,2024-12-09,73,26,1,72683.93853070198
423,9211.489694564169,auto,2025-08-26,55,17,0,9783.623449768333
424,49492.58843978789,auto,2025-03-13,70,7,1,25036.554783524567
425,5850.120125662764,life,2024-09-19,78,21,1,3384.352224334981
426,54997.93534414118,health,2024-12-13,53,1,0,75966.34190440348
427,44208.89708720036,health,2024-11-13,57,17,1,25547.392757592253
428,88781.64785755414,life,2024-10-22,34,17,1,107142.01191199104
429,35156.40975395266,auto,2025-08-01,47,11,0,49923.44356366852
430,11794.994941117826,health,2025-07-20,26,25,1,9090.20921394137
431,14384.869037078302,auto,2025-05-09,50,27,0,12521.905319999203
432,76174.91210857547,life,2024-10-12,73,29,1,81424.99414119619
433,61859.98452529448,health,2024-10-08,69,3,1,85472.49548030343
434,10202.155344666746,life,2025-03-16,42,15,1,14710.544793573737
435,8502.269930888244,home,2025-06-20,31,29,1,10539.101331850597
436,70126.81623276608,life,2024-10-17,28,21,1,41137.776167966316
437,7369.024335782933,life,2024-11-04,70,11,0,8615.52542441806
438,82203.81992310658,life,2025-08-22,52,26,0,74830.443228154
439,70653.59849293398,health,2024-11-29,58,28,0,68583.51867473117
440,8226.743186125786,life,2024-10-18,76,16,1,4517.702778444129
441,8575.287637110672,life,2024-10-02,31,25,0,5926.056620012078
442,98665.29389226742,home,2024-10-17,47,22,0,127328.9043592776
443,37489.65249603642,health,2025-02-21,58,28,0,35763.58514648869
444,37127.1504919824,home,2025-03-28,21,9,1,29763.434688779624
445,81298.6767690245,life,2025-02-05,76,24,1,71869.5809519295
446,94730.13288064748,health,2025-07-21,21,24,1,128302.44587082595
447,98601.5062759048,home,2025-09-08,45,1,1,123153.1844532538
448,75362.48070736828,life,2025-07-25,25,29,1,58203.604220062814
449,37688.332594538486,auto,2025-05-04,19,25,0,23272.614731663485
450,8441.72159819701,home,2025-05-23,58,22,0,6348.1596294585015
451,77736.97690115093,health,2024-12-26,78,16,1,110445.31141780301
452,55884.58454860692,home,2024-12-22,63,9,1,60444.14285564415
453,42479.77872377293,home,2024-12-02,39,19,0,43902.010582877025
454,90644.80307096413,home,2024-11-20,58,12,1,99382.38193238864
455,11208.628482384518,auto,2024-09-26,73,19,0,9706.98908599646
456,49313.24791865683,health,2024-11-23,72,22,1,64457.69254923295
457,1234.229112265165,health,2025-05-23,33,9,1,1262.9696790669977
458,46919.19813521321,health,2025-01-28,46,7,1,28937.317049486333
459,5724.697240615551,life,2025-03-06,79,14,1,3601.207384276414
460,11969.909835180384,health,2025-02-25,66,29,0,12411.110495418428
461,11840.872053032777,health,2025-01-19,65,19,0,17010.244147374204
462,64956.10918139475,auto,2024-10-01,47,19,1,52507.40867261126
463,74629.88343861578,life,2024-11-16,29,2,1,102208.69779634908
464,58378.539633206245,life,2024-09-25,52,9,1,73796.05430125621
465,96221.03759260674,home,2024-12-31,28,13,1,71955.28918116457
466,37549.57089441804,life,2025-06-28,63,15,0,20139.364952465967
467,28642.637419557886,life,2025-03-21,67,3,1,17238.49299742579
468,86873.05290612708,auto,2025-09-01,38,11,1,106723.01850998485
469,22437.22426809332,health,2025-01-09,38,21,1,15698.646826016093
470,96325.93169011707,life,2025-07-22,22,14,0,83925.98317218797
471,1314.2320215126524,life,2025-04-15,65,25,1,1316.4651198881618
472,96990.89478809314,auto,2025-02-13,37,8,1,118859.25419230695
473,4411.675203862554,life,2025-08-01,54,18,0,2705.3769818865853
474,89125.1970584373,life,2025-07-16,20,19,1,80780.08447750121
475,52817.34079772136,auto,2025-07-03,61,16,1,52028.93155279255
476,99297.1831323181,home,2025-03-19,50,2,1,103351.19558025495
477,7472.276817066347,home,2025-04-07,70,8,1,9851.155657230198
478,55430.043011691945,life,2025-03-22,78,22,1,37231.15124126113
479,96933.32330834799,life,2025-01-23,26,6,1,126772.44895273611
480,52357.47463259787,health,2025-05-31,78,12,1,62456.1020179007
481,62976.92394971273,life,2024-12-21,26,15,1,66495.49596652912
482,69605.29402956326,health,2025-01-09,21,25,1,83493.49011602688
483,45508.652370300544,home,2025-03-19,52,8,0,41504.69823749844
484,62793.052200397935,life,2025-01-13,34,4,1,40086.932940304476
485,58472.99976111772,life,2025-07-26,51,15,1,68165.79061555616
486,90125.6852480498,auto,2025-02-01,41,28,1,92349.29379474155
487,4640.093396111642,life,2024-09-22,49,20,0,5286.805487694552
488,28168.222640263808,home,2025-01-25,18,25,0,23604.936236280184
489,95046.10725924822,life,2025-04-03,25,17,1,133717.19160929348
490,89037.35201070254,health,2025-08-10,62,13,1,96816.53375419501
491,45620.10960329272,life,2025-04-13,40,18,0,26706.12549538951
492,62051.24652037352,health,2025-08-22,64,2,1,58936.52157323506
493,27810.380179815154,auto,2024-09-15,57,13,1,34939.73952363313
494,18893.303856403756,life,2025-07-17,29,13,1,24450.477505881725
495,46423.47065350422,auto,2025-09-02,71,22,0,46172.64709104014
496,35399.88757980268,auto,2025-03-22,29,15,1,49373.90720963093
497,58407.24557390212,life,2024-10-17,63,20,1,44837.39893054099
498,7865.690232801985,health,2025-07-20,64,29,1,7162.4872788692455
499,97442.04128585003,life,2024-10-02,32,27,1,136282.13790192388
500,98622.45337351233,health,2025-06-21,58,10,1,137702.2629176717
501,69846.35523057255,auto,2025-05-12,36,29,1,82817.71525275441
502,53656.026997777626,home,2024-12-23,43,3,1,72917.49692584446
503,31021.808867004143,life,2025-06-16,69,19,0,18264.811753517857
504,81398.12246872418,home,2024-12-05,46,3,0,111108.02824255382
505,68504.64413813254,health,2025-06-24,39,22,1,56216.27467089087
506,16345.43224055464,life,2025-03-28,57,14,0,11087.621773028359
507,91101.62573093486,home,2024-12-01,38,8,1,67357.79410717566
508,82271.47056802458,home,2025-02-07,68,27,1,75522.61908943795
509,94985.01133786321,life,2025-01-20,55,23,0,71351.9810742675
510,72599.37888799715,home,2025-05-18,37,4,1,59572.69708042101
511,61380.17807398541,life,2025-02-18,74,27,0,38975.092548227054
512,41882.479325432825,home,2024-10-26,46,28,1,33345.85692291473
513,93279.57548706593,auto,2025-06-11,68,20,1,100022.1790221296
514,86619.78256109079,life,2025-06-10,21,11,1,81583.16339920503
515,4617.345143608321,auto,2024-10-21,72,26,0,3909.5927601946883
516,2734.0607522754754,auto,2024-10-12,24,11,1,3407.8758450984487
517,37708.690351117155,home,2025-02-04,45,27,0,52547.43601246475
518,81074.27774510511,health,2025-02-23,45,11,1,101893.27852464374
519,98728.88531856296,auto,2025-08-30,21,2,1,82142.50190434021
520,15126.647421242465,auto,2024-11-03,39,17,1,18824.237909005315
521,59453.6584636783,auto,2025-06-04,29,9,1,38762.6070938989
522,38150.99657743905,health,2025-01-26,62,28,0,24047.259406369107
523,96994.44834167886,health,2024-11-14,20,28,1,82021.12796013067
524,84227.6804212573,auto,2025-02-06,39,2,1,110144.73722596391
525,83849.03760064267,health,2025-02-26,61,29,1,62580.58224619352
526,46922.446663517534,health,2025-09-11,19,24,0,26429.228037092726
527,41540.468283532755,health,2024-09-18,41,15,1,26241.50991164481
528,27413.366485877552,life,2025-05-27,51,16,0,37247.773783143544
529,5731.912115427619,auto,2025-05-31,44,25,1,6498.7461461123
530,86485.76538787982,health,2025-04-24,72,4,1,65141.179105093936
531,81308.81081209474,life,2024-09-18,58,8,0,85804.84861240248
532,99971.79556128445,home,2025-08-12,18,9,1,102728.979936049
533,99664.02002368314,home,2024-11-22,25,26,1,115155.39449139398
534,55587.62738970248,health,2025-07-23,40,26,1,40756.15658195602
535,76921.842776533,auto,2024-12-13,55,5,1,104952.39206479942
536,94482.09641525456,health,2025-06-10,23,16,1,76470.83851791972
537,84979.7743286734,home,2025-03-10,39,13,0,101477.03847362612
538,24810.075364145447,auto,2025-03-31,42,7,0,12805.091373787569
539,45109.35911747834,auto,2025-06-05,35,26,1,39365.00385882303
540,13003.025573634348,home,2025-01-22,34,20,0,11074.804544233839
541,95409.69762314636,life,2025-07-17,78,17,1,99558.53380556707
542,60656.84598164292,life,2025-05-02,29,3,1,34740.375218721325
543,22941.416269795925,health,2024-10-05,23,5,1,29597.440887374312
544,67202.8983721451,auto,2025-01-06,43,19,1,48236.95027466273
545,61851.01122174379,health,2024-12-17,44,12,1,72800.97909668401
546,35880.455531480766,auto,2024-10-21,25,29,0,46759.844636146314
547,11444.403460742938,home,2025-04-06,36,27,1,12152.54831289355
548,67190.16223972068,auto,2024-11-12,77,7,0,83375.14398019506
549,52078.73932028895,auto,2025-02-27,59,28,1,60508.220326434806
550,77254.60733439037,home,2024-11-05,18,9,1,66093.61854184899
551,52064.33376108814,life,2025-02-25,74,28,1,68144.84782229376
552,85232.93188182215,home,2024-11-17,46,6,1,67734.72772584396
553,55235.49319357111,auto,2025-07-17,62,29,0,59168.97382732936
554,56137.703356385085,home,2025-03-19,66,26,1,69913.7688406404
555,87677.69490556867,auto,2025-03-17,52,17,1,77064.82809598757
556,40407.93833461846,life,2025-01-22,57,16,1,32438.183985634103
557,13488.121322219009,life,2024-11-01,31,23,1,12939.775375197785
558,2975.3893637025635,auto,2025-06-17,52,3,1,3921.4545628347355
559,75538.21184179453,life,2024-10-04,65,21,1,108013.73306168956
560,62068.92418021112,home,2024-09-17,62,26,1,64867.2031147968
561,70437.56883311244,life,2025-04-14,37,4,1,81810.85578481863
562,21375.119734740183,health,2024-11-03,73,10,1,29995.141695959355
563,13723.510411118299,life,2024-11-15,66,5,1,8214.163946907593
564,1553.0121002214046,health,2025-08-01,30,21,0,1136.926889739032
565,35123.697124779035,home,2024-10-04,78,22,0,42461.037673724066
566,59032.776916777846,life,2025-07-07,55,10,1,78144.3115148889
567,39285.18010546326,life,2025-04-06,66,12,1,53311.12978630856
568,43803.74471017053,life,2025-07-15,63,10,1,40085.121157398346
569,90425.45357992547,home,2025-05-14,66,29,1,53291.32797749101
570,34890.7211556277,home,2025-04-10,79,13,0,32719.872029373648
571,51447.5499670651,health,2025-07-16,25,11,0,37594.50434234024
572,78386.93597284019,auto,2025-06-12,60,22,1,62019.465859758515
573,39714.62395389489,home,2025-03-06,37,16,0,50527.62758854213
574,62246.46135276456,life,2024-09-23,77,8,1,35824.52451777957
575,86250.13450379984,health,2025-07-03,50,8,0,114504.05857242891
576,94957.11030339845,life,2024-12-26,43,27,1,88088.77570765842
577,14792.64074481089,life,2025-02-27,56,25,1,16213.679966116259
578,92666.10375363329,home,2025-02-11,38,8,1,54640.7748382468
579,49262.41767864586,auto,2024-11-12,70,13,0,41250.33266504226
580,25898.614391065938,life,2025-07-05,66,27,0,15272.436707622694
581,45967.662048202306,home,2024-11-23,79,2,1,67183.74792207028
582,98005.25427101916,health,2025-03-01,59,12,1,128118.51034097107
583,49312.547589887676,life,2025-02-09,60,10,1,47321.935868017936
584,32942.28586772207,health,2025-06-10,71,12,1,23837.12200149055
585,63376.7453462409,home,2025-01-07,79,11,1,90847.71917068884
586,24090.547315941487,home,2024-10-23,58,15,1,20346.794252243715
587,7678.746478055526,home,2024-12-12,26,16,1,5075.531876868962
588,12975.084218873857,home,2024-09-23,41,17,0,13794.647478697583
589,12891.779311881466,home,2024-10-18,54,26,1,18612.817335691165
590,15275.079081878206,auto,2025-06-17,66,2,1,7696.047531238098
591,13968.834547676073,health,2024-12-03,58,18,0,10310.743810944445
592,64123.38700584114,auto,2025-06-20,34,12,1,92238.13473367559
593,18269.820431474567,health,2025-01-06,41,19,1,12260.620108562844
594,34632.16160405394,life,2025-04-19,38,26,1,21237.94631981808
595,89689.16214961058,life,2025-07-04,68,23,1,95984.19472830895
596,47448.767862260946,health,2025-06-10,76,18,1,64617.811436170305
597,66789.01807825062,life,2025-04-05,56,17,1,65260.2052783958
598,17314.75513304282,life,2025-01-26,72,6,0,25878.014135090703
599,19309.67297898621,life,2024-10-31,58,25,0,22769.419904154027
600,4182.774765021239,auto,2025-08-17,56,15,0,2401.2260351117698
601,16976.61280090924,auto,2025-03-14,30,3,1,25343.233076320852
602,27931.174869292667,home,2025-09-09,28,6,0,25358.5526903305
603,17783.347379247007,health,2025-01-08,63,3,0,14002.652786673514
604,8961.383122329855,life,2025-07-06,36,29,0,9480.06066117895
605,12151.523522950021,health,2025-06-06,28,1,1,9773.562621698517
606,46131.7989264693,home,2025-03-01,30,13,1,27054.339797385306
607,20712.738468738673,home,2024-11-30,63,28,0,10385.954131011957
608,36490.55911870274,life,2024-12-29,62,21,0,34650.8274778728
609,50391.3853584002,home,2024-10-14,18,26,1,67366.39988096988
610,69070.44338007359,life,2025-01-03,57,14,1,74065.2853146553
611,4027.282770125784,home,2025-02-16,61,13,0,6037.731723881735
612,79961.09885101336,home,2024-09-28,36,27,1,62917.122413184035
613,62827.24891014169,life,2025-01-05,29,4,1,49033.84461686075
614,8267.727291692303,home,2025-02-13,25,7,1,5454.628618055446
615,87370.50454826704,home,2024-09-15,25,22,1,58019.570758875
616,92095.15281312814,home,2025-01-29,78,10,1,72311.87954636526
617,6201.688189500888,health,2025-01-06,70,7,1,8017.790839686627
618,27760.077049905653,auto,2025-06-20,62,21,0,39023.916821495885
619,80639.50785132682,health,2025-08-02,29,15,1,118950.30340303402
620,74851.14306932747,home,2024-11-28,78,15,1,54812.71766696191
621,18533.649833702093,auto,2025-08-29,65,4,0,25600.485026563718
622,21013.997401337358,health,2025-05-24,50,23,1,17404.9502937184
623,37110.16306885906,health,2025-04-17,62,23,1,22742.61254222996
624,48503.84622058303,health,2025-08-28,43,6,1,66451.47830579584
625,61863.651675876565,life,2025-04-26,56,24,1,70283.64324859351
626,36954.47259302026,home,2025-05-21,45,20,0,24564.779680961397
627,46307.21814170147,home,2024-12-12,75,26,1,43057.89887662721
628,74772.34671956228,auto,2025-04-19,22,5,1,58865.105318991475
629,3764.65196877073,health,2025-06-19,25,20,0,4656.101108059788
630,25318.450739967673,home,2025-01-22,42,12,0,24139.02186974619
631,71363.6236298668,health,2024-11-28,44,1,1,106280.41348208074
632,89531.16308495121,home,2025-01-03,63,28,1,49666.96347724218
633,51216.576467355044,health,2024-12-06,40,8,0,43790.954758823
634,53258.13717800503,home,2024-12-26,47,1,1,52294.17379504924
635,10806.483932843628,auto,2025-07-18,62,5,0,10840.346641884033
636,44796.49544566312,health,2024-11-24,64,22,0,36551.065351451565
637,53308.464918856815,home,2025-07-17,40,6,1,65528.91069586451
638,24322.803313109493,auto,2025-04-29,66,29,0,33437.70267374521
639,26997.39877184316,auto,2024-12-09,64,21,0,38841.678716244205
640,37790.6878941518,home,2025-03-10,37,3,0,49320.376475355544
641,2105.112657994864,health,2024-12-10,35,15,0,2843.1234689873236
642,32275.70864175951,life,2025-08-23,35,5,1,33907.09403778063
643,21223.65589895481,auto,2025-01-31,19,28,1,28140.195478158195
644,32816.98548257367,auto,2024-12-08,21,24,1,26368.57612169954
645,12064.236968743196,home,2025-05-25,47,14,1,10839.460697468608
646,89063.6753459155,life,2025-02-08,50,18,1,72757.27544858822
647,59399.88611004946,life,2025-07-23,53,16,1,57462.69754991098
648,67942.32168253452,life,2024-10-14,35,6,1,53374.10299372745
649,78938.2067368731,home,2025-05-10,54,25,1,115376.98619766078
650,49894.37567301282,health,2025-04-14,36,24,0,40556.37523350517
651,8783.336779933627,auto,2025-08-28,64,14,1,5252.826587628235
652,53756.94352767292,home,2025-01-26,45,27,1,55198.552408617215
653,58725.427690285826,life,2025-05-02,57,24,1,32715.881647557075
654,74569.40347101456,auto,2025-03-19,37,8,1,45527.839704935286
655,43222.78866834497,auto,2025-07-31,66,29,0,31094.01553947912
656,12845.272249276819,life,2025-02-01,50,7,0,12387.34150339424
657,28449.212989292573,life,2025-07-15,29,8,1,26550.2545457154
658,36371.921410223644,auto,2025-05-15,75,13,1,47272.29026227275
659,64627.13240902696,auto,2025-05-29,68,6,1,80103.69257420147
660,57120.752636424295,health,2024-11-16,32,18,1,52911.998133637404
661,35674.06291719484,health,2024-09-26,58,2,0,29741.61635538309
662,98652.87335441867,home,2025-03-18,56,8,1,80546.99155185523
663,60616.90445375303,auto,2024-09-15,19,11,1,77225.6384810517
664,23798.95649442585,health,2024-11-05,46,1,0,13138.747177432993
665,10268.069014778333,auto,2024-10-25,58,22,1,5265.688089447366
666,15370.628004514769,life,2025-02-06,27,29,1,19913.330911639794
667,24671.177065612363,health,2025-06-21,19,6,0,24107.351261047268
668,16152.069188629612,life,2024-11-02,68,16,1,10190.035799718784
669,18738.045702725445,life,2025-07-04,28,27,1,13783.06809979972
670,28581.007352515324,life,2025-05-31,30,20,1,40942.40601598356
671,17420.022169946005,home,2025-05-31,27,12,1,23682.571975493287
672,89686.86592017987,life,2025-08-14,31,11,1,108501.8295916755
673,8115.351191598056,home,2024-11-26,35,29,0,7971.102693435699
674,52498.68781806844,auto,2025-03-18,68,27,1,53565.65152482112
675,41098.64301626718,auto,2024-12-15,71,29,1,60630.548517334384
676,98239.62382916978,health,2025-04-23,26,10,1,143996.7370271076
677,11292.68632658843,health,2024-11-12,74,3,0,8077.3089731776445
678,39845.77434466959,home,2024-12-12,56,13,1,52241.97669126759
679,96950.09628420934,auto,2025-06-19,45,27,0,67597.74361835112
680,86564.16187680863,health,2025-04-01,20,3,1,61766.773740716126
681,81725.49988783307,health,2024-09-18,37,15,0,96116.79113169837
682,25864.492421789488,health,2025-04-17,23,16,1,23407.394056128807
683,17171.669980267576,auto,2025-04-18,44,29,0,24582.00812093098
684,66897.45767045066,health,2024-11-24,70,13,1,39403.253807689114
685,92944.66131384582,auto,2025-04-30,19,17,1,94015.90809530919
686,55720.613012091584,life,2024-12-24,46,3,1,79040.88924714104
687,57204.107678042994,life,2024-10-01,55,20,1,80321.0690262807
688,28069.91145666239,life,2025-07-27,20,11,0,18428.716889292064
689,76972.3440258745,home,2025-07-06,33,27,1,66707.1351976171
690,18785.670480896584,auto,2025-02-15,47,21,0,21023.445849396878
691,32435.555716783943,health,2025-08-14,57,19,1,21387.839524365143
692,42601.10021778003,home,2025-04-25,19,22,0,62539.359673243634
693,50810.27683057706,home,2024-10-13,34,11,1,71883.80503852548
694,24316.732268266514,life,2025-07-11,58,28,1,16218.048939853606
695,11572.198791446433,auto,2024-09-19,79,16,0,7188.134478104727
696,61100.942239919095,health,2025-07-08,29,21,0,35769.009894826486
697,28934.19226870155,home,2025-05-09,52,3,1,40781.11396713908
698,58165.698320118965,health,2025-07-01,60,22,1,40345.11326821435
699,15520.83525589281,life,2024-09-14,18,6,1,14221.507423394445
700,48165.896175296264,auto,2025-04-02,72,14,0,45702.27636378245
701,53305.68431190343,health,2025-05-10,62,24,1,58583.53577814377
702,5277.171328560448,health,2024-10-02,32,18,0,3017.145363548563
703,33726.76739157266,home,2025-02-24,43,17,0,24511.218838888155
704,13528.026226203527,health,2025-01-06,54,4,1,19365.239496797465
705,6431.159550229498,auto,2025-07-03,38,23,0,9057.710112000012
706,98997.02721575553,auto,2024-11-22,79,15,1,126843.96509251434
707,32303.149112974825,health,2024-10-25,66,11,0,16778.295886670076
708,81006.45714087802,home,2025-04-29,48,26,1,66992.88834739552
709,25538.60141090001,home,2024-10-27,42,3,0,28806.48854986538
710,68182.12195017053,life,2025-02-13,40,3,1,52854.113553717645
711,76046.76320297968,auto,2025-03-05,41,16,1,107194.50561282532
712,59604.31018672364,life,2025-01-25,74,5,1,67584.699200518
713,47210.46123616082,home,2025-08-06,55,21,1,26999.979908568042
714,41242.90732331212,life,2024-10-24,45,29,0,58111.48691837972
715,34951.93982764523,home,2025-07-28,38,10,0,50951.772519322796
716,92959.9615103578,life,2025-02-19,71,19,1,53704.12417775052
717,83078.87883799414,life,2024-12-24,60,25,0,85767.33086920636
718,96506.1883755846,auto,2025-04-24,35,4,1,77529.62475357705
719,12517.292626205919,auto,2024-09-23,53,29,0,11175.92798842916
720,73113.66077284406,life,2025-03-09,52,29,0,49691.788593437166
721,93840.21163642168,home,2025-01-24,62,19,1,101166.51421216676
722,18205.18330994945,home,2025-01-07,72,11,1,26542.781388017596
723,6742.977109941072,auto,2025-03-30,26,2,1,6763.69558324053
724,74137.9528640769,auto,2024-11-20,70,10,1,43216.093759207164
725,57489.8640066732,health,2025-09-12,55,29,1,64388.72434890884
726,84198.69479815138,auto,2025-07-28,75,11,1,70745.67947219023
727,14063.26042496632,home,2025-01-22,47,25,0,19068.729057994253
728,79547.20445480302,auto,2024-10-23,77,20,1,74351.03376356696
729,20242.569272769677,health,2024-10-08,61,16,1,14024.85377893206
730,16449.22869228388,life,2024-09-21,51,19,0,11368.154438169899
731,16510.153213306196,life,2025-03-14,49,23,0,20947.49101526127
732,81476.01455111508,home,2025-08-12,20,24,1,62377.026299843696
733,66553.2023475504,health,2024-12-14,20,11,1,84338.44050305187
734,52354.23593443502,life,2025-02-22,45,14,1,36956.1908109984
735,35947.1653639379,life,2025-05-25,61,2,0,29537.295772999616
736,87732.33402722952,auto,2025-02-06,32,23,1,84704.42556501825
737,39305.26623152127,life,2025-05-28,58,28,1,56725.19709642764
738,81678.28400321055,home,2025-01-03,40,5,1,116941.36592736415
739,43969.57736616482,life,2025-04-29,57,27,1,31080.857614346303
740,37756.74849954827,home,2025-04-01,28,5,0,32403.56049773814
741,46321.71058839368,home,2025-04-21,65,19,1,30081.290528235488
742,30207.649628997795,auto,2025-03-25,49,21,1,30509.275406417666
743,74786.17707960749,health,2024-12-07,75,12,1,71838.29673583237
744,50321.76697023867,home,2024-11-22,76,18,1,70488.72647603942
745,23298.04824516705,life,2025-07-09,74,4,0,33316.334282624746
746,89967.4998701294,life,2024-11-28,71,22,1,79492.34913569911
747,38450.73301518382,home,2025-01-08,53,17,0,38133.05086805075
748,54400.93082528746,life,2025-03-22,77,10,1,75956.55160555762
749,90656.56388535823,auto,2024-09-29,50,20,1,118461.63985233656
750,62461.37579180781,life,2025-08-20,41,6,1,31459.066132813896
751,11778.114266765571,auto,2025-08-21,56,25,0,9658.75525250821
752,93989.22914898617,home,2025-07-25,51,14,1,86636.85044896755
753,62808.03450183464,home,2024-10-28,73,11,1,45832.04552212697
754,33557.0709042429,home,2025-01-21,45,11,1,23475.574317215796
755,14013.280059072387,auto,2025-09-05,54,29,1,7536.124902355321
756,79423.11640810256,life,2025-07-12,24,18,1,90809.98677171582
757,62045.2683172585,auto,2025-06-25,21,27,1,47310.155567698734
758,53392.76308843452,life,2025-01-31,54,23,0,29491.34204054837
759,89399.86904679067,life,2025-01-23,73,22,1,65349.454637122224
760,78880.86140133062,auto,2025-09-13,18,18,1,102696.094070125
761,15252.320485301843,health,2025-02-06,18,24,0,20613.34613089145
762,31241.03457277527,home,2025-06-02,64,23,1,30712.00655341234
763,24924.065067465126,life,2024-09-26,37,11,1,22832.204995662494
764,74420.23462801042,life,2025-07-08,36,21,1,109982.21861627442
765,3449.8902301043604,auto,2024-10-16,46,12,1,2416.8711746692693
766,57031.97951864452,health,2025-04-12,27,5,1,40798.35596823626
767,76269.62270549498,home,2025-06-24,77,23,1,60395.41082543161
768,87688.88711249876,health,2025-04-26,35,9,0,58993.340536857664
769,34273.96669671916,home,2025-07-28,45,27,0,30139.347227090813
770,82143.60473673408,life,2024-10-13,52,25,0,115891.00909090211
771,11152.110521825201,life,2025-03-13,60,9,0,12438.48238896894
772,84660.58394427836,auto,2025-05-08,64,22,1,77205.92733148347
773,12836.117366965043,auto,2025-08-02,48,10,0,18412.265311557698
774,39789.00032698069,health,2025-03-07,44,22,1,21822.84352531771
775,79749.80704137741,health,2024-10-08,79,19,1,56644.3881337605
776,15076.7509921425,home,2024-10-16,28,1,0,16070.137084481332
777,23002.214383740884,auto,2025-06-21,66,7,0,25660.18059503402
778,72253.03158246732,life,2025-08-18,66,4,1,38984.665562225804
779,72031.65000095282,auto,2025-02-23,55,1,1,65047.37174686172
780,64150.6485252412,health,2024-10-28,22,15,0,73718.9720992527
781,69425.4496022633,auto,2025-04-10,25,8,1,83176.58633928541
782,54318.171890424856,life,2024-09-20,51,12,1,61821.6788602301
783,25254.72598480458,auto,2025-05-17,65,22,1,20723.09938444287
784,34635.029751041555,health,2025-02-06,69,22,0,20556.587138655457
785,18241.611908462422,life,2024-10-13,73,18,1,16912.025443086655
786,90854.21107722947,home,2025-07-29,29,15,1,57124.98836838197
787,58380.84029713544,home,2024-09-18,55,17,1,84513.48561844998
788,40145.056534687625,life,2025-07-27,18,29,1,39148.289547458706
789,46254.379784048855,life,2025-09-13,48,14,0,37801.81623270075
790,94733.60562722036,life,2025-05-27,21,14,1,119961.55047752146
791,15419.805171296412,health,2025-01-12,66,18,0,15388.172868587968
792,58664.36021847805,life,2025-08-05,62,20,1,47520.12777388967
793,50638.279020558155,health,2025-07-08,67,18,1,66435.78860515718
794,61184.27811992132,life,2024-11-14,22,16,1,83648.21743910131
795,1909.2073637019669,health,2025-05-21,47,1,1,2239.5158287608833
796,87225.17850352073,health,2024-12-22,73,23,1,47709.069379583896
797,93218.61642011288,auto,2024-09-30,41,27,1,99401.14354623396
798,56556.80504056197,home,2025-01-29,76,11,1,71447.92404656415
799,69695.41730530154,life,2025-09-09,20,15,1,44361.34304324665
800,92257.68817961184,home,2025-09-09,28,12,1,67225.4789668442
801,70753.13956790853,home,2024-09-22,62,8,1,97815.86912083621
802,15338.650387134709,auto,2025-03-22,21,22,1,7977.965250258825
803,57671.207180664635,home,2025-07-14,43,20,1,72246.2863064029
804,60710.833133647306,home,2025-02-09,44,6,1,59118.587871845455
805,42470.65406310836,life,2024-09-23,63,3,0,40210.03283465923
806,73670.77913890981,health,2025-07-08,71,28,1,37358.196647537836
807,93443.26477542458,life,2025-01-12,60,24,1,123288.87824042878
808,92564.29443938695,life,2025-08-08,44,26,1,79589.08526883977
809,45138.853203272796,home,2025-05-19,59,13,0,46978.967050286745
810,11412.48077949145,home,2025-03-01,68,13,0,13435.921454487807
811,98485.63577633722,life,2025-07-30,67,2,1,118441.73843891527
812,83905.91883594882,life,2025-07-23,23,5,1,122165.3446426204
813,12553.801852206358,home,2025-07-23,76,17,1,12947.237415196163
814,92092.1040734755,health,2025-04-06,78,6,1,82857.06652527762
815,87002.64657000662,health,2025-03-09,32,2,1,126476.06283319497
816,51931.921906894604,life,2025-04-13,70,4,0,59311.9795344104
817,59168.41603091843,health,2025-07-05,47,22,1,47225.29233539701
818,39960.370116626014,life,2025-03-02,59,26,1,25033.743111159532
819,5570.68771832093,auto,2025-07-07,54,11,1,7478.951872488564
820,33586.2044404255,home,2024-10-20,75,8,0,28957.40757621811
821,80305.05951494134,life,2024-10-02,78,12,1,93191.59003945805
822,562.7390981598255,life,2025-07-02,54,8,1,546.3163563127165
823,33416.5672519453,life,2025-08-09,59,11,1,23355.833990908217
824,39877.05248973524,health,2024-12-16,77,22,1,43932.01471919669
825,53785.8207334985,life,2024-11-29,54,20,1,30156.799034889176
826,91993.57607963477,auto,2025-09-09,52,8,1,84021.6390689213
827,34699.96483715953,health,2024-11-05,40,29,0,36317.50160437523
828,34760.624869433144,home,2024-10-16,23,8,1,32537.57772750392
829,73776.37468616386,auto,2025-06-21,21,26,1,92122.50626150437
830,45276.57229489173,life,2025-01-31,35,17,1,60123.89020666166
831,22538.0218117042,auto,2025-03-18,77,20,1,28651.30413053766
832,45298.70766165607,life,2025-05-27,26,20,1,24407.530207241973
833,14171.616335942006,auto,2024-10-27,66,23,1,9836.926622499479
834,17721.059951971707,health,2025-06-28,46,16,1,18369.78381832741
835,49886.940496674026,life,2025-02-15,30,14,1,71578.88175493633
836,41950.652405504334,health,2024-11-02,76,11,1,56002.30764658439
